seine_id,survey_id,gather_lat,gather_long,set_time,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
JE109N1,JE109,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE109N3,JE109,50.55787,-126.73532,12:35:00,3,targeted,0,NA,NA,NA,yes,30,1200,0,0,10,20,0,0,0,0,NA,NA,0,SEMSP,NA
JE110N1,JE110,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE110N2,JE110,50.60101,-126.70394,6:25:00,2,targeted,1,NA,NA,NA,yes,30,400,0,0,7,7,1,1,0,0,NA,NA,1,SEMSP,NA
JE112N1,JE112,50.47696,-126.0273,14:00:00,1,targeted,5,NA,NA,NA,yes,30,400,0,0,2,2,0,0,0,0,NA,NA,1,SEMSP,NA
JE113N1,JE113,50.49853,-126.21348,5:40:00,1,targeted,1,NA,NA,NA,yes,30,300,0,0,10,150,0,0,4,4,NA,NA,1,SEMSP,NA
JE114N1,JE114,50.52363,-126.39046,9:50:00,1,targeted,70,NA,NA,NA,yes,30,800,2,2,10,50,4,4,0,0,NA,NA,1,SEMSP,NA
JE115N1,JE115,50.48103,-126.41291,13:00:00,1,targeted,25,NA,NA,NA,yes,30,40,0,0,10,15,1,1,3,3,NA,NA,1,SEMSP,NA
JE116N1,JE116,50.45622,-126.11838,5:45:00,1,targeted,1,NA,NA,NA,yes,30,1000,0,0,10,200,1,1,5,5,NA,NA,1,SEMSP,"unknown salmonid bycatch not sockeye, chum, pink, coho, or chinook"
JE117N1,JE117,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE117N2,JE117,50.54672,-126.67256,9:35:00,2,targeted,1,NA,NA,NA,yes,30,1000,0,0,10,30,1,1,0,0,NA,NA,1,SEMSP,NA
JE118N1,JE118,50.53989,-126.78256,12:55:00,1,targeted,2,NA,NA,NA,yes,30,1500,1,1,10,100,0,0,1,1,NA,NA,1,SEMSP,NA
JE119N1,JE119,50.55951,-126.75326,6:00:00,1,targeted,40,NA,NA,NA,yes,30,100,0,0,10,30,10,20,0,0,NA,NA,1,SEMSP,NA
JE122N1,JE122,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE122N2,JE122,50.53957,-126.7781,13:15:00,2,targeted,10,NA,NA,NA,yes,30,2000,0,0,10,200,6,10,2,3,NA,NA,1,SEMSP,small hole in the bunt. Lots of fish escaped. May have been more herring and coho originally. School > 2000
JE123N2,JE123,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE123N1,JE123,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE123N3,JE123,50.57078,-126.70066,5:35:00,3,targeted,70,NA,NA,NA,yes,30,1000,0,0,10,200,2,10,1,10,NA,NA,1,SEMSP,NA
JE126N1,JE126,50.4838,-126.01069,6:55:00,1,targeted,85,NA,NA,NA,yes,30,40,0,0,10,200,1,1,6,10,NA,NA,1,SEMSP,NA
JE127N1,JE127,NA,NA,11:30:00,1,targeted,150,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"one net set, no fish caught"
JE128N1,JE128,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE128N2,JE128,50.50733,-126.24336,6:30:00,2,targeted,45,NA,NA,NA,yes,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,NA
JE129N2,JE129,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE129N1,JE129,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE129N3,JE129,50.45679,-126.16458,9:25:00,3,targeted,60,NA,NA,NA,yes,30,600,0,0,10,400,4,4,5,5,NA,NA,1,SEMSP,NA
JE131N1,JE131,50.48405,-126.3987,15:05:00,1,targeted,5,NA,NA,NA,yes,30,1000,1,10,10,300,1,1,10,20,NA,NA,1,SEMSP,NA
JE132N1,JE132,50.52152,-126.40028,6:45:00,1,targeted,90,NA,NA,NA,yes,30,100,0,0,10,200,0,0,3,3,NA,NA,1,SEMSP,NA
JE133N1,JE133,50.54605,-126.66218,9:45:00,1,targeted,30,NA,NA,NA,yes,30,400,0,0,10,200,0,0,10,20,NA,NA,1,SEMSP,NA
JE134N1,JE134,50.53808,-126.77494,12:30:00,1,targeted,15,NA,NA,NA,yes,30,400,0,0,10,100,1,1,0,0,NA,NA,1,SEMSP,NA
JE136N1,JE136,50.60051,-126.70319,5:30:00,1,targeted,10,NA,NA,NA,yes,30,400,0,0,5,10,0,0,0,0,NA,NA,1,SEMSP,NA
JE137N1,JE137,50.57871,-126.72129,7:40:00,1,targeted,110,NA,NA,NA,yes,25,25,1,1,10,300,5,5,1,1,NA,NA,1,SEMSP,NA
JE138N1,JE138,50.55853,-126.73145,12:30:00,1,targeted,15,NA,NA,NA,yes,30,300,2,10,10,100,4,4,0,0,NA,NA,1,SEMSP,NA
JE139N1,JE139,50.50763,-126.24218,5:20:00,1,targeted,25,NA,NA,NA,yes,30,200,0,0,10,600,3,5,0,0,NA,NA,1,SEMSP,NA
JE140N1,JE140,50.45649,-126.16619,8:25:00,1,targeted,25,NA,NA,NA,yes,30,500,2,10,10,500,0,0,5,5,NA,NA,1,SEMSP,NA
JE141N1,JE141,NA,NA,11:00:00,1,targeted,20,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,snagged net on bottom- no fish. strong current dragged us into the shallows
JE142N1,JE142,50.48189,-126.01128,6:15:00,1,targeted,75,NA,NA,NA,yes,30,100,0,0,10,100,0,0,3,3,NA,NA,1,SEMSP,NA
JE143N1,JE143,50.48072,-126.40915,10:15:00,1,targeted,0,NA,NA,NA,yes,30,15000,0,0,10,2000,0,0,0,1,NA,NA,1,SEMSP,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish"
JE145N1,JE145,50.53944,-126.78254,14:55:00,1,targeted,1,NA,NA,NA,yes,30,100,0,0,10,200,0,0,5,5,NA,NA,1,SEMSP,NA
JE146N1,JE146,50.52232,-126.39556,6:30:00,1,targeted,30,NA,NA,NA,yes,30,300,0,0,10,500,0,0,2,2,NA,NA,1,SEMSP,"labeled CU5 is actually CU4; CU6 is CU5; CU7 is CU6; CU8 is CU7; CU9 is CU8, CU10 is CU9, CU4 is CU10"
JE147N1,JE147,50.54216,-126.63511,10:00:00,1,targeted,50,NA,NA,NA,yes,30,200,7,7,10,300,0,0,10,15,NA,NA,1,SEMSP,31 Sockeye taken by accident. One possibly without label
JE148N2,JE148,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE148N1,JE148,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE148N3,JE148,50.5956,-126.69022,13:40:00,3,targeted,50,NA,NA,NA,yes,30,300,1,1,10,300,6,6,0,0,NA,NA,1,SEMSP,"CO-03, CO-05, CO-06 did not have white-tipped anal fin. Probably a chinook, but no black gums. Not chum, pink or sockeye. Check species ID in lab."
JE149N1,JE149,50.55855,-126.73248,5:25:00,1,targeted,5,NA,NA,NA,yes,30,300,0,0,10,200,1,1,0,0,NA,NA,1,SEMSP,NA
JE150N1,JE150,50.56784,-126.69728,8:20:00,1,targeted,2,NA,NA,NA,yes,30,1000,3,3,10,400,3,3,2,2,NA,NA,1,SEMSP,NA
JE152N1,JE152,50.45987,-126.16961,6:20:00,1,targeted,20,NA,NA,NA,yes,30,100,3,3,10,100,0,0,0,0,NA,NA,1,SEMSP,NA
JE153N1,JE153,NA,NA,8:25:00,1,targeted,10,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE154N1,JE154,50.47794,-126.02803,5:05:00,1,targeted,5,NA,NA,NA,yes,30,100,0,0,10,200,4,4,2,2,NA,NA,1,SEMSP,"CO-03 might be a chinook, make sure to check ID in lab"
JE155N1,JE155,50.49983,-126.20581,7:45:00,1,targeted,10,NA,NA,NA,yes,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,NA
JE157N1,JE157,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE157N2,JE157,50.47923,-126.41485,11:00:00,2,targeted,1,NA,NA,NA,yes,30,200,3,3,10,4000,0,0,0,1,NA,NA,1,SEMSP,"Too many fish to say that there wer no other herring, coho, or pink. Definitely missed one herring that could not be found again in net."
JE159N1,JE159,50.539,-126.7781,14:35:00,1,targeted,1,NA,NA,NA,yes,29,400,10,30,10,600,1,1,0,0,NA,NA,1,SEMSP,NA
JE160N1,JE160,50.52411,-126.39107,6:05:00,1,targeted,20,NA,NA,NA,yes,30,300,2,2,10,300,1,1,2,3,NA,NA,1,SEMSP,"3 herring in the net, but only took 2 because one jumped out of  milk jug"
JE161N1,JE161,50.54418,-126.63202,10:20:00,1,targeted,45,NA,NA,NA,yes,30,200,1,1,10,200,0,0,2,3,NA,NA,1,SEMSP,"3 herring in net, only took 2, one jumped out of net; all sockeye from this site were labeled 20150508 instead of 20150608, mistake caught after fish dewar- made note on group labels about this for both bundles of 15 sockeye for this site"
JE162N1,JE162,50.57687,-126.72184,13:34:00,1,targeted,30,NA,NA,NA,yes,30,200,10,30,10,300,3,3,0,0,NA,NA,1,SEMSP,NA
JE163N1,JE163,50.59537,-126.69062,7:00:00,1,targeted,45,NA,NA,NA,yes,30,200,0,0,10,200,7,7,2,2,NA,NA,1,SEMSP,NA
JE165N1,JE165,50.50008,-126.20937,7:12:00,1,targeted,15,NA,NA,NA,yes,30,500,10,20,10,500,0,0,3,5,NA,NA,1,SEMSP,"5 herring in net, only took 3, 2 escaped when releasing sockeye, pink & chum"
JE166N1,JE166,50.45951,-126.16958,11:45:00,1,targeted,1,NA,NA,NA,yes,30,2000,4,50,10,4000,0,0,10,60,NA,NA,1,SEMSP,"saw 1 coho in net, never saw it again with all the other fish; difficult to sort through school to find other pinks"
JE168N1,JE168,50.47959,-126.02629,5:37:00,1,targeted,10,NA,NA,NA,yes,4,4,0,0,10,50,1,1,10,11,NA,NA,1,SEMSP,NA
JE171N1,JE171,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE171N2,JE171,50.53988,-126.78291,11:50:00,2,targeted,0,NA,NA,NA,yes,30,1000,0,0,10,900,6,6,0,0,NA,NA,1,SEMSP,approx 50/1000 sockeye had lesions ; total aprox 2000; saw 3 or 4 lesioned chum (photos on marks phone - no yellow around mouth)
JE172N3,JE172,NA,NA,NA,3,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE172N2,JE172,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE172N1,JE172,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE172N4,JE172,50.47679,-126.02843,8:50:00,4,targeted,5,NA,NA,NA,yes,30,600,10,30,10,600,0,0,1,1,NA,NA,1,SEMSP,"one fish discarded because ID unsure.  Had both chum and sockeye characteristics.  Not pink, coho, or chinook."
JE173N1,JE173,50.45698,-126.16944,11:20:00,1,targeted,3,NA,NA,NA,yes,30,1000,7,7,10,3000,0,0,10,20,NA,NA,1,SEMSP,NA
JE174N1,JE174,50.49881,-126.21349,14:05:00,1,targeted,10,NA,NA,NA,yes,30,300,2,2,10,700,0,0,0,0,NA,NA,1,SEMSP,NA
JE175N1,JE175,50.52618,-126.38632,5:20:00,1,targeted,5,NA,NA,NA,yes,7,7,0,0,10,1000,0,0,0,0,NA,NA,1,SEMSP,NA
JE176N1,JE176,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE176N2,JE176,50.48035,-126.41265,7:50:00,2,targeted,0,NA,NA,NA,yes,30,100,10,60,10,1000,0,0,0,1,NA,NA,1,SEMSP,NA
JE177N1,JE177,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE177N2,JE177,50.54719,-126.67487,11:30:00,2,targeted,4,NA,NA,NA,yes,30,100,0,0,10,500,0,0,0,0,NA,NA,1,SEMSP,"Number taken and total in set not recorded for herring, coho, and pink. Seans fault for not checking. Make sure to record in lab later (or from group labels in -80"
JE178N1,JE178,50.55792,-126.73617,14:00:00,1,targeted,5,NA,NA,NA,yes,30,300,10,40,10,500,1,1,6,6,NA,NA,1,SEMSP,NA
JE179N1,JE179,50.58185,-126.71983,6:12:00,1,targeted,66,NA,NA,NA,yes,30,100,10,200,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JE180N1,JE180,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE180N2,JE180,50.59549,-126.69036,8:30:00,2,targeted,30,NA,NA,NA,yes,6,6,10,200,10,400,2,3,1,1,NA,NA,1,SEMSP,NA
JE181N1,JE181,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE181N2,JE181,50.54327,-126.81252,15:30:00,2,targeted,60,NA,NA,NA,yes,30,700,9,200,10,1500,8,8,10,20,NA,NA,1,SEMSP,NA
JE182N1,JE182,50.52491,-126.38617,6:02:00,1,targeted,3,NA,NA,NA,yes,3,3,10,50,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JE183N1,JE183,50.47943,-126.41631,7:51:00,1,targeted,0,NA,NA,NA,yes,30,35,4,4,10,100,0,0,2,2,NA,NA,1,SEMSP,NA
JE184N1,JE184,50.5463,-126.66727,11:50:00,1,targeted,2,NA,NA,NA,yes,3,3,10,80,10,500,0,0,10,20,NA,NA,1,SEMSP,NA
JE185N1,JE185,50.47909,-126.02584,5:35:00,1,targeted,3,NA,NA,NA,yes,20,20,2,2,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JE186N1,JE186,50.45747,-126.16879,8:47:00,1,targeted,0,NA,NA,NA,yes,30,300,1,2,10,3000,0,1,0,0,NA,NA,1,SEMSP,"So many fish in net - unsure of true numbers for herring, coho, pink. Saw one pink & coho and never saw again."
JE187N1,JE187,50.49921,-126.20961,11:15:00,1,targeted,10,NA,NA,NA,yes,17,17,10,20,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JE188N1,JE188,50.58086,-126.72272,13:23:00,1,targeted,10,NA,NA,NA,yes,4,4,10,200,10,6000,0,0,4,10,NA,NA,1,SEMSP,Too many fish to sort through - lost herring in amongst other fish
JE189N1,JE189,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE189N2,JE189,50.54362,-126.81951,6:35:00,2,targeted,1,NA,NA,NA,yes,30,200,10,50,10,1000,0,0,1,1,NA,NA,1,SEMSP,NA
JE190N1,JE190,50.55814,-126.73386,9:51:00,1,targeted,1,NA,NA,NA,yes,30,200,10,20,10,400,0,0,8,8,NA,NA,1,SEMSP,NA
JE191N1,JE191,50.60263,-126.70188,14:19:00,1,targeted,1,NA,NA,NA,yes,30,50,10,100,10,200,1,1,6,6,NA,NA,1,SEMSP,NA
JE192N1,JE192,50.5194,-126.40831,6:20:00,1,targeted,2,NA,NA,NA,yes,30,30,10,200,10,300,0,0,4,4,NA,NA,1,SEMSP,NA
JE193N1,JE193,50.48001,-126.41469,9:21:00,1,targeted,0,NA,NA,NA,yes,5,5,10,100,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JE195N1,JE195,50.45804,-126.16997,15:30:00,1,targeted,4,NA,NA,NA,yes,24,24,10,50,10,250,0,0,0,0,NA,NA,1,SEMSP,NA
JE196N1,JE196,50.4763,-126.02838,5:55:00,1,targeted,0,NA,NA,NA,yes,30,1200,9,20,10,1500,1,1,10,80,NA,NA,1,SEMSP,NA
JE197N1,JE197,50.49608,-126.21645,9:07:00,1,targeted,0,NA,NA,NA,yes,30,200,1,1,10,200,0,0,2,2,NA,NA,1,SEMSP,NA
JE198N1,JE198,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE198N2,JE198,50.55821,-126.73327,13:02:00,2,targeted,5,NA,NA,NA,yes,30,100,8,8,10,600,0,0,1,1,NA,NA,1,SEMSP,NA
JE199N1,JE199,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE199N2,JE199,50.54774,-126.67774,6:20:00,2,targeted,0,NA,NA,NA,yes,30,50,10,20,10,300,1,1,5,5,NA,NA,1,SEMSP,NA
JE200N1,JE200,50.58209,-126.71978,9:36:00,1,targeted,5,NA,NA,NA,yes,18,18,2,2,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JE201N2,JE201,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE201N1,JE201,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE201N3,JE201,50.60237,-126.70219,12:30:00,3,targeted,10,NA,NA,NA,yes,18,18,10,10,10,70,0,0,0,0,NA,NA,1,SEMSP,NA
JE202N1,JE202,50.54414,-126.81843,15:45:00,1,targeted,0,NA,NA,NA,yes,30,500,10,300,10,300,2,2,10,30,NA,NA,1,SEMSP,NA
JE203N1,JE203,50.47705,-126.02871,5:30:00,1,targeted,2,NA,NA,NA,yes,8,8,10,20,10,200,1,1,10,70,NA,NA,1,SEMSP,NA
JE204N1,JE204,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE204N2,JE204,50.45524,-126.11718,8:05:00,2,targeted,0,NA,NA,NA,yes,29,37,4,4,10,13,0,0,0,0,NA,NA,1,SEMSP,NA
JE205N1,JE205,50.49837,-126.21404,10:20:00,1,targeted,3,NA,NA,NA,yes,30,60,10,20,10,400,0,0,1,1,NA,NA,1,SEMSP,NA
JE206N1,JE206,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE206N2,JE206,50.4787,-126.41567,13:55:00,2,targeted,5,NA,NA,NA,yes,19,19,10,100,10,300,0,0,10,300,NA,NA,1,SEMSP,NA
JE207N1,JE207,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE207N2,JE207,50.55961,-126.7542,7:00:00,2,targeted,0,NA,NA,NA,yes,10,10,10,115,10,115,4,4,0,0,NA,NA,1,SEMSP,NA
JE208N1,JE208,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE208N2,JE208,50.58165,-126.71952,11:15:00,2,targeted,0,NA,NA,NA,yes,10,10,10,100,10,400,0,0,2,2,NA,NA,1,SEMSP,NA
JE209N1,JE209,50.5438,-126.81988,15:00:00,1,targeted,0,NA,NA,NA,yes,30,100,10,800,10,1200,0,0,10,10,NA,NA,1,SEMSP,NA
JE210N1,JE210,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE210N2,JE210,50.60255,-126.70201,6:05:00,2,targeted,0,NA,NA,NA,yes,0,0,10,300,10,200,10,20,5,5,NA,NA,1,SEMSP,NA
JE211N1,JE211,50.54277,-126.64149,10:50:00,1,targeted,5,NA,NA,NA,yes,0,0,10,100,10,100,1,1,10,15,NA,NA,1,SEMSP,NA
JE212N1,JE212,50.47895,-126.41667,5:45:00,1,targeted,1,NA,NA,NA,yes,0,0,10,100,10,100,0,0,2,2,NA,NA,1,SEMSP,NA
JE213N1,JE213,50.45942,-126.16916,8:40:00,1,targeted,2,NA,NA,NA,yes,30,400,10,100,10,500,0,0,5,6,NA,NA,1,SEMSP,One herring was accidentally released.
JE216N1,JE216,50.55809,-126.73246,6:50:00,1,targeted,3,NA,NA,NA,yes,4,3,10,20,10,400,0,0,2,2,NA,NA,1,SEMSP,NA
JE217N1,JE217,50.54703,-126.67197,8:40:00,1,targeted,1,NA,NA,NA,yes,3,3,10,60,8,8,0,0,5,5,NA,NA,1,SEMSP,NA
JE218N1,JE218,50.54329,-126.8169,13:00:00,1,targeted,1,NA,NA,NA,yes,30,40,10,200,10,100,3,10,10,20,NA,NA,1,SEMSP,"Most sockeye in set small, likely Nimpkish or other local stock."
JE219N1,JE219,NA,NA,7:30:00,1,targeted,40,NA,NA,NA,no,0,0,0,300,0,300,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 300, HE = 0, CO = 0, PI = 300"
JE220N1,JE220,NA,NA,9:18:00,1,targeted,20,NA,NA,NA,no,0,0,0,100,0,100,0,5,0,20,0,10,NA,SEMSP,"SO = 0, CU = 100, HE = 20, CO = 5, PI = 100, chinook = 10"
JE221N1,JE221,NA,NA,5:54:00,1,targeted,4,NA,NA,NA,no,0,0,0,0,0,40,0,10,0,0,0,2,NA,SEMSP,"SO = 0, CU = 40, HE = 0, CO = 10, PI = 0, chinook = 2"
JE224N1,JE224,NA,NA,9:10:00,1,targeted,20,NA,NA,NA,no,0,0,0,10,0,300,0,5,0,1,0,0,NA,SEMSP,"SO = 0, CU = 300, HE = 1, CO = 5, PI = 10"
JE225N1,JE225,NA,NA,10:30:00,1,targeted,30,NA,NA,NA,yes,30,30,10,300,NA,10,1,1,0,0,NA,NA,1,SEMSP,"28 or 29 of sockeye were very small, likely from Nimpkish or other local watershed"
JE227N1,JE227,NA,NA,7:35:00,1,targeted,35,NA,NA,NA,no,0,0,0,100,0,100,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 100"
JE228N1,JE228,NA,NA,8:40:00,1,targeted,40,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,"net set on possible smolt school, fish not caught or seen again. Otherwise no smolt activity."
JE229N1,JE229,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE229N2,JE229,NA,NA,10:00:00,2,targeted,40,NA,NA,NA,no,0,0,0,20,0,100,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 20"
JE231N1,JE231,50.506881,-126.247378,11:43:00,1,targeted,1,NA,NA,NA,yes,30,2000,1,1,2,2,0,0,0,0,NA,NA,1,SEMSP,NA
JE232N1,JE232,50.458043,-126.152637,14:48:00,1,targeted,15,NA,NA,NA,no,0,0,0,50,0,50,0,10,0,0,NA,NA,NA,SEMSP,NA
JE233N1,JE233,50.473969,-126.247378,5:22:00,1,targeted,0,NA,NA,NA,yes,30,2000,0,0,0,0,0,0,1,1,NA,NA,1,SEMSP,NA
JE234N1,JE234,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE234N2,JE234,50.458043,-126.152637,8:58:00,2,targeted,0,NA,NA,NA,yes,30,150,10,15,0,0,1,1,0,0,NA,NA,1,SEMSP,NA
JE235N2,JE235,NA,NA,NA,2,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE235N1,JE235,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE235N3,JE235,50.526493,-126.38718,12:00:00,3,targeted,123,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"few small cryptic schools, unable to catch"
JE236N1,JE236,50.480359,-126.412275,14:35:00,1,targeted,8,NA,NA,NA,yes,25,25,2,2,0,0,3,3,1,1,NA,NA,1,SEMSP,NA
JE237N1,JE237,50.543296,-126.816816,5:06:00,1,targeted,0,NA,NA,NA,yes,30,40,10,20,9,9,5,5,1,1,NA,NA,1,SEMSP,NA
JE238N1,JE238,50.558361,-126.732241,8:21:00,1,targeted,1,NA,NA,NA,yes,30,300,6,6,7,7,0,0,0,0,NA,NA,1,SEMSP,NA
JE239N1,JE239,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE239N2,JE239,50.54692,-126.67193,10:55:00,2,targeted,5,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,NA
JE240N1,JE240,50.601718,-126.701857,12:45:00,1,targeted,2,NA,NA,NA,yes,30,500,10,15,8,8,1,1,0,0,NA,NA,1,SEMSP,NA
JE243N1,JE243,NA,NA,NA,1,targeted,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate
JE243N2,JE243,50.522967,-126.377383,7:50:00,2,targeted,20,NA,NA,NA,yes,30,400,5,5,7,7,6,6,0,0,NA,NA,1,SEMSP,NA
