sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
SDN962,Quesnel_Mitche,3,0.7571,Mitchell,3,0.2369,M_Horsefly,3,0.0013,Tachie,3,0.0012,Blue_Lead_Ck,3,0.0009
SDN963,Pitt,2,1,,,,,,,,,,,,
SDN965,Chilko,3,0.9823,McKinley,3,0.0125,M_Horsefly,3,0.002,Little,4,0.0017,Chilko_south,2,0.0008
SDN966,Chilko,3,0.4965,L_Adams,4,0.0978,U_Horsefly,3,0.0734,Chilko_south,2,0.0452,Bivouac,1,0.041
SDN967,Chilko,3,0.631,L_Adams,4,0.2995,Thoms_Lake,20,0.0211,Chilko_south,2,0.0112,Little,4,0.0094
SDN983,Gates_Cr,2,1,,,,,,,,,,,,
SDN1016,Gates_Cr,2,1,,,,,,,,,,,,
SDN1028,Chilko,3,0.9871,Chilko_south,2,0.0077,L_Adams,4,0.0052,,,,,,
SDN1029,L_Adams,4,0.8696,Little,4,0.079,Chilko,3,0.022,L_Horsefly,3,0.0127,M_Horsefly,3,0.0089
SDN1030,Chilko,3,0.949,Chilko_south,2,0.04,L_Adams,4,0.0069,Dust,1,0.002,Tachie,3,0.0008
SDN1031,Chilko,3,0.9992,Narrows,1,0.0004,Chilko_south,2,0.0004,,,,,,
SDN1032,Chilko,3,0.9374,Tachie,3,0.0277,Chilko_south,2,0.0053,Quesnel_Horsef,3,0.0051,M_Horsefly,3,0.004
SDN1033,Chilko,3,0.3754,Quesnel_Horsef,3,0.2168,Chilko_south,2,0.1597,L_Adams,4,0.0717,M_Horsefly,3,0.0547
SDN1034,Chilko,3,0.959,Raft,2,0.0295,L_Adams,4,0.0049,Chilko_south,2,0.0036,Chilko-North,3,0.0012
SDN1035,Chilko,3,0.9544,Chilko_south,2,0.0237,U_Horsefly,3,0.0093,Quesnel_Horsef,3,0.0056,McKinley,3,0.0037
SDN1036,L_Adams,4,0.8526,Seymour,2,0.0854,Little,4,0.0465,Thompson_N,2,0.0115,Pitt,2,0.0014
SDN1118,U_Horsefly,3,0.5078,M_Horsefly,3,0.2119,Quesnel_Horsef,3,0.1411,McKinley,3,0.0725,L_Horsefly,3,0.0477
SDN1119,Chilko,3,0.9983,Chilko-North,3,0.0016,Quesnel_Horsef,3,0.0001,,,,,,
SDN1120,Chilko,3,0.932,Chilko_south,2,0.0622,L_Adams,4,0.0058,,,,,,
SDN1116,U_Horsefly,3,0.4791,Quesnel_Horsef,3,0.2278,M_Horsefly,3,0.2059,McKinley,3,0.051,L_Horsefly,3,0.029
SDN1125,U_Horsefly,3,0.4224,L_Adams,4,0.1735,Quesnel_Horsef,3,0.1725,M_Horsefly,3,0.1709,L_Horsefly,3,0.0333
SDN1126,Chilko,3,0.912,L_Adams,4,0.0619,Chilko_south,2,0.016,Quesnel_Mitche,3,0.0043,Mitchell,3,0.0022
SDN1117,Chilko,3,0.659,Quesnel_Horsef,3,0.1523,Tachie,3,0.0763,U_Horsefly,3,0.0595,McKinley,3,0.0123
SDN1131,L_Adams,4,0.9883,Little,4,0.0107,Chilko_south,2,0.0004,Chilko,3,0.0004,Quesnel_Horsef,3,0.0002
SDN1132,L_Adams,4,0.9075,Raft,2,0.0337,M_Horsefly,3,0.0273,Little,4,0.0177,Quesnel_Horsef,3,0.0056
SDN1133,Chilko,3,0.9991,Chilko_south,2,0.0008,Middle,3,0.0001,,,,,,
SDN902,Chilko,3,0.9769,Chilko_south,2,0.0136,Narrows,1,0.0057,Raft,2,0.0016,Thompson_N,2,0.0005
SDN904,Canoe_Cr,15,0.3573,Middle,3,0.2157,Tachie,3,0.1162,Chilko,3,0.0662,Dust,1,0.0561
SDN898,Chilko,3,0.9919,L_Adams,4,0.0077,Raft,2,0.0004,,,,,,
SDN905,L_Adams,4,0.3684,Tachie,3,0.1754,Weaver,4,0.1643,Chilko,3,0.1116,Middle,3,0.1092
SDN907,L_Adams,4,0.5699,Chilko_south,2,0.1468,Chilko,3,0.0742,Tachie,3,0.0536,Mitchell,3,0.0321
SDN908,L_Adams,4,0.7424,M_Horsefly,3,0.1162,U_Horsefly,3,0.0964,Quesnel_Horsef,3,0.0213,McKinley,3,0.0081
SDN900,Nimpkish,7,0.9884,Vernon,7,0.0116,,,,,,,,,
SDN901,Narrows,1,0.3044,Sinta,1,0.2234,Bivouac,1,0.1379,Hudson_Bay,1,0.0689,FiveMile,1,0.0652
SDN913,Quesnel_Mitche,3,0.855,Quesnel_Horsef,3,0.1181,Mitchell,3,0.0185,Roaring,3,0.003,Wasko_Cr,3,0.0027
SDN914,Nimpkish,7,0.9863,Vernon,7,0.0137,,,,,,,,,
SDN1042,Narrows,1,0.2712,Sinta,1,0.2182,Bivouac,1,0.206,Dust,1,0.0748,Hudson_Bay,1,0.062
SDN1043,Chilko,3,0.8466,L_Adams,4,0.0426,Narrows,1,0.0155,U_Horsefly,3,0.012,Tachie,3,0.0104
SDN1058,Middle,3,0.2348,Tachie,3,0.2291,Narrows,1,0.1944,L_Adams,4,0.0722,FiveMile,1,0.0505
SDN1059,L_Adams,4,0.4176,Chilko,3,0.2137,Quesnel_Horsef,3,0.1734,Bowron,2,0.1396,Tachie,3,0.0395
SDN1060,Weaver,4,0.683,Pitt,2,0.0708,Chilko_south,2,0.0473,Chilko,3,0.0432,Bivouac,1,0.02
SDN1061,Chilko,3,0.3245,Quesnel_Horsef,3,0.2141,U_Horsefly,3,0.1953,M_Horsefly,3,0.1092,Chilko_south,2,0.0931
SDN1062,L_Adams,4,0.7229,Seymour,2,0.217,Dust,1,0.0536,Raft,2,0.0046,Chilko,3,0.0008
SDN1063,Chilko,3,0.8872,L_Adams,4,0.0503,Canoe_Cr,15,0.0425,Chilko_south,2,0.0156,Weaver,4,0.0034
SDN1050,Raft,2,0.5616,Fennell,2,0.1708,Thompson_N,2,0.1468,L_Adams,4,0.0452,Chilko,3,0.035
SDN1051,Chilko,3,0.8794,Chilko_south,2,0.1199,L_Adams,4,0.0006,Fennell,2,0.0001,,,
SDN1052,L_Adams,4,0.5507,Chilko,3,0.349,Little,4,0.0392,Chilko_south,2,0.0226,Sinta,1,0.0149
SDN1053,Quesnel_Mitche,3,0.8173,Mitchell,3,0.1827,,,,,,,,,
SDN1066,L_Adams,4,0.9517,Little,4,0.0159,Fennell,2,0.0149,Raft,2,0.0079,Tachie,3,0.0031
SDN1067,Quesnel_Mitche,3,0.8145,Mitchell,3,0.1827,Blue_Lead_Ck,3,0.0026,Wasko_Cr,3,0.0001,Roaring,3,0.0001
SDN1068,Pitt,2,0.9999,BearSlough,16,0.0001,,,,,,,,,
SDN1054,Quesnel_Mitche,3,0.8004,Mitchell,3,0.1982,Blue_Lead_Ck,3,0.0009,M_Horsefly,3,0.0004,Quesnel_Decept,3,0.0001
SDN1055,L_Adams,4,0.9309,U_Horsefly,3,0.0268,Seymour,2,0.0112,Chilko_south,2,0.0058,Little,4,0.0053
SDN1056,Chilko,3,0.9769,Chilko_south,2,0.0102,L_Adams,4,0.0098,Quesnel_Horsef,3,0.0012,Bivouac,1,0.001
SDN1057,L_Adams,4,0.9506,Little,4,0.0434,Seymour,2,0.0053,Eagle_L,4,0.0003,Chilko,3,0.0002
SDN1069,Quesnel_Mitche,3,0.7834,Mitchell,3,0.2166,,,,,,,,,
SDN866,Chilko,3,0.9912,Chilko_south,2,0.0046,Little,4,0.0037,M_Horsefly,3,0.0004,L_Adams,4,0.0001
SDN867,Chilko,3,0.8564,Tachie,3,0.1198,Pinchi_Cr,3,0.0061,L_Adams,4,0.0049,Stellako,3,0.0041
SDN868,L_Adams,4,0.9795,Little,4,0.0119,Raft,2,0.0067,Portage_Cr,4,0.0009,Seymour,2,0.0004
SDN869,L_Adams,4,0.8399,Little,4,0.1067,Chilko,3,0.0247,Seymour,2,0.013,Quesnel_Horsef,3,0.0031
SDN871,L_Adams,4,0.9649,Seymour,2,0.0185,Little,4,0.0123,Chilko,3,0.0035,Raft,2,0.0005
SDN872,L_Adams,4,0.9999,Eagle_L,4,0.0001,,,,,,,,,
SDN877,Chilko,3,0.9267,L_Adams,4,0.0246,Thompson_N,2,0.0125,Chilko_south,2,0.0121,Quesnel_Mitche,3,0.0069
SDN878,Chilko,3,0.9711,L_Adams,4,0.0241,Chilko_south,2,0.0017,Middle,3,0.001,McKinley,3,0.0009
SDN879,L_Adams,4,0.9918,Little,4,0.0076,Chilko,3,0.0005,Tachie,3,0.0001,,,
SDN880,Chilko,3,0.9925,Fennell,2,0.0051,Raft,2,0.0009,L_Adams,4,0.0006,Little,4,0.0005
SDN881,Chilko,3,0.9194,Middle,3,0.0469,Sinta,1,0.0083,U_Horsefly,3,0.0052,Quesnel_Horsef,3,0.0047
SDN884,Chilko,3,1,,,,,,,,,,,,
SDN885,Chilko,3,0.994,Middle,3,0.002,Quesnel_Horsef,3,0.002,Little,4,0.001,Stellako,3,0.001
SDN886,Little,4,0.931,Eagle_L,4,0.037,Pitt,2,0.014,Chilko,3,0.013,Harrison,4,0.002
SDN887,Chilko,3,0.728,Quesnel_Horsef,3,0.252,Little,4,0.007,Chilko-North,3,0.005,Narrows,1,0.004
SDN890,Chilko,3,0.992,Chilko-North,3,0.005,Narrows,1,0.003,,,,,,
SDN891,Chilko,3,0.872,Quesnel_Horsef,3,0.113,Horsefly,3,0.004,Chilko-North,3,0.003,McKinley,3,0.003
SDN892,Pitt,2,1,,,,,,,,,,,,
SDN893,Pitt,2,1,,,,,,,,,,,,
SDN894,Middle,3,0.578,Chilko,3,0.421,Pinchi_Cr,3,0.001,,,,,,
SDN897,Quesnel_Horsef,3,0.947,Little,4,0.039,Chilko,3,0.005,Eagle_L,4,0.004,U_Horsefly,3,0.002
SDN921,Scotch,2,0.603,Little,4,0.388,Chilko,3,0.005,L_Adams,4,0.004,,,
SDN922,Quesnel_Horsef,3,0.881,Seymour,2,0.096,Scotch,2,0.019,Horsefly,3,0.002,Little,4,0.001
SDN912,Mitchell,3,0.999,Quesnel_Mitche,3,0.001,,,,,,,,,
SDN924,Quesnel_Horsef,3,0.888,Little,4,0.055,L_Shuswap,4,0.03,U_Horsefly,3,0.007,Chilko,3,0.007
SDN899,Pitt,2,1,,,,,,,,,,,,
SDN918,Chilko,3,0.991,Little,4,0.005,Chilko-North,3,0.003,Narrows,1,0.001,,,
SDN928,Gates_Cr,2,1,,,,,,,,,,,,
SDN920,Chilko,3,0.665,Little,4,0.28,Chilko-North,3,0.025,Quesnel_Horsef,3,0.014,Eagle_L,4,0.008
SDN929,Quesnel_Horsef,3,0.968,Stellako,3,0.014,Chilko,3,0.013,U_Horsefly,3,0.002,Little,4,0.002
SDN930,Quesnel_Horsef,3,0.622,Chilko,3,0.35,Seymour,2,0.006,Middle,3,0.005,Horsefly,3,0.004
SDN934,Narrows,1,0.663,Chilko,3,0.103,Rossette,1,0.096,Middle,3,0.08,Felix,1,0.012
SDN972,Gates_Cr,2,1,,,,,,,,,,,,
SDN973,Pitt,2,1,,,,,,,,,,,,
SDN974,Middle,3,0.579,Rossette,1,0.223,Narrows,1,0.122,Felix,1,0.021,Hudson_Bay,1,0.021
SDN975,Little,4,0.657,Quesnel_Horsef,3,0.298,L_Adams,4,0.015,L_Shuswap,4,0.012,Eagle_L,4,0.009
SDN976,Chilko,3,0.869,Chilko-North,3,0.035,Quesnel_Horsef,3,0.03,Little,4,0.022,Pitt,2,0.013
SDN977,Little,4,0.706,Birkenhead,3,0.109,L_Shuswap,4,0.063,Eagle_L,4,0.038,L_Adams,4,0.035
SDN978,Chilko,3,0.833,Chilko-North,3,0.095,Little,4,0.053,Eagle_L,4,0.007,Quesnel_Horsef,3,0.006
SDN979,Narrows,1,0.907,Rossette,1,0.024,Hudson_Bay,1,0.019,Blackwater,1,0.013,Chilko,3,0.008
SDN984,Seymour,2,0.591,Scotch,2,0.408,Eagle,2,0.001,,,,,,
SDN985,Pitt,2,1,,,,,,,,,,,,
SDN986,Chilko,3,0.974,Chilko-North,3,0.016,Little,4,0.007,Middle,3,0.003,,,
SDN1219,Chilko,3,0.982,Quesnel_Horsef,3,0.008,Mitchell,3,0.005,Chilko-North,3,0.003,Eagle_L,4,0.001
SDN1220,Chilko,3,0.998,Quesnel_Horsef,3,0.001,Narrows,1,0.001,,,,,,
SDN1229,Birkenhead,3,0.997,Seymour,2,0.002,Scotch,2,0.001,,,,,,
SDN1233,Chilko,3,0.971,Quesnel_Horsef,3,0.025,Chilko-North,3,0.003,Middle,3,0.001,,,
SDN1234,Scotch,2,0.622,Little,4,0.378,,,,,,,,,
SDN1235,Chilko,3,0.978,Little,4,0.012,Chilko-North,3,0.007,L_Shuswap,4,0.002,L_Adams,4,0.001
SDN1238,Pitt,2,1,,,,,,,,,,,,
SDN1239,Narrows,1,0.482,Chilko,3,0.301,Rossette,1,0.083,Little,4,0.039,Quesnel_Horsef,3,0.02
SDN1240,Quesnel_Horsef,3,0.897,Chilko,3,0.056,Thompson_N,2,0.016,U_Horsefly,3,0.009,Raft,2,0.007
SDN1241,Chilko,3,0.914,Birkenhead,3,0.05,Chilko-North,3,0.012,Middle,3,0.011,Chilko_south,2,0.005
SDN1163,Chilko,3,0.989,Quesnel_Horsef,3,0.005,Horsefly,3,0.001,Chilko-North,3,0.001,Middle,3,0.001
SDN1164,Quesnel_Horsef,3,0.999,Little,4,0.001,,,,,,,,,
SDN1165,Narrows,1,0.961,Chilko,3,0.031,Chilko-North,3,0.007,Middle,3,0.001,,,
SDN1191,Narrows,1,0.185,Quesnel_Horsef,3,0.131,Middle,3,0.111,Little,4,0.098,Stellako,3,0.088
SDN1192,Pitt,2,1,,,,,,,,,,,,
SDN1169,Quesnel_Horsef,3,0.993,U_Horsefly,3,0.004,Horsefly,3,0.003,,,,,,
SDN1170,Narrows,1,0.313,Middle,3,0.234,Rossette,1,0.228,Stellako,3,0.182,Blackwater,1,0.015
SDN1171,Chilko,3,0.364,Stellako,3,0.134,Scotch,2,0.102,Mitchell,3,0.098,Roaring,3,0.07
SDN1180,Mitchell,3,0.954,Roaring,3,0.031,Chilko,3,0.012,Quesnel_Decept,3,0.003,,,
SDN1181,Quesnel_Horsef,3,0.996,McKinley,3,0.002,Horsefly,3,0.001,U_Horsefly,3,0.001,,,
SDN1182,Little,4,0.764,Chilko,3,0.11,L_Shuswap,4,0.071,Portage_Cr,4,0.029,Scotch,2,0.012
SDN1185,Narrows,1,0.735,Rossette,1,0.24,Hudson_Bay,1,0.011,Blackwater,1,0.008,Middle,3,0.006
SDN1176,Chilko,3,0.976,Narrows,1,0.02,Chilko-North,3,0.002,Chilko_south,2,0.001,Rossette,1,0.001
SDN1186,Gates_Cr,2,1,,,,,,,,,,,,
SDN1190,Quesnel_Horsef,3,0.826,Scotch,2,0.076,Seymour,2,0.019,Chilko,3,0.017,Mitchell,3,0.015
SDN1195,Pitt,2,1,,,,,,,,,,,,
SDN1196,Little,4,0.522,Chilko,3,0.282,Rossette,1,0.115,Seymour,2,0.019,Eagle_L,4,0.014
SDN1197,Mitchell,3,0.986,Roaring,3,0.008,Wasko_Cr,3,0.004,Quesnel_Horsef,3,0.001,Little,4,0.001
SDN1203,Chilko,3,0.982,Chilko-North,3,0.012,Middle,3,0.004,Bivouac,1,0.001,Narrows,1,0.001
SDN1204,Narrows,1,0.735,Rossette,1,0.263,Stellako,3,0.002,,,,,,
SDN1230,Stellako,3,0.977,Middle,3,0.021,Pinchi_Cr,3,0.002,,,,,,
SDN1231,Chilko,3,0.96,Little,4,0.032,L_Adams,4,0.004,Eagle_L,4,0.002,Mitchell,3,0.001
SDN1225,Quesnel_Horsef,3,0.974,Little,4,0.024,U_Horsefly,3,0.001,Wasko_Cr,3,0.001,,,
SDN1236,Little,4,0.582,L_Shuswap,4,0.13,Chilko,3,0.118,Quesnel_Horsef,3,0.082,L_Adams,4,0.041
SDN1237,Mitchell,3,0.993,Roaring,3,0.007,,,,,,,,,
SDN1227,Chilko,3,0.38,Middle,3,0.25,Little,4,0.245,L_Adams,4,0.04,Seymour,2,0.033
SDN1228,Birkenhead,3,0.999,Pitt,2,0.001,,,,,,,,,
SDN1242,Little,4,0.915,L_Shuswap,4,0.034,Portage_Cr,4,0.034,Eagle_L,4,0.011,L_Adams,4,0.004
SDN1243,Little,4,0.655,L_Shuswap,4,0.215,Scotch,2,0.071,Seymour,2,0.058,L_Adams,4,0.001
SDN1244,Pitt,2,1,,,,,,,,,,,,
SDN1209,Mitchell,3,0.997,Wasko_Cr,3,0.002,Quesnel_Mitche,3,0.001,,,,,,
SDN1210,Narrows,1,0.985,Blackwater,1,0.008,Hudson_Bay,1,0.003,Felix,1,0.001,Porter_Cr,1,0.001
SDN1211,Scotch,2,0.294,Chilko,3,0.231,Seymour,2,0.208,Narrows,1,0.124,Rossette,1,0.061
SDN1212,Chilko,3,0.967,Quesnel_Horsef,3,0.021,Chilko-North,3,0.006,Narrows,1,0.005,Stellako,3,0.001
SDN1202,Quesnel_Horsef,3,0.364,Mitchell,3,0.267,Chilko,3,0.258,Roaring,3,0.069,Wasko_Cr,3,0.028
SDN1214,Stellako,3,1,,,,,,,,,,,,
SDN1215,Birkenhead,3,1,,,,,,,,,,,,
SDN1216,Seymour,2,0.565,Scotch,2,0.264,Chilko,3,0.111,Little,4,0.05,Eagle,2,0.004
SDN1217,Stellako,3,1,,,,,,,,,,,,
SDN1221,Mitchell,3,0.983,Chilko,3,0.007,Roaring,3,0.005,Quesnel_Horsef,3,0.004,Quesnel_Mitche,3,0.001
SDN700,Wasko_Cr,3,0.2872,Quesnel_Horsef,3,0.2222,Roaring,3,0.1472,Quesnel_Mitche,3,0.1164,Chilko,3,0.089
SDN701,Quesnel_Horsef,3,0.5105,L_Horsefly,3,0.2517,M_Horsefly,3,0.0973,U_Horsefly,3,0.0592,Horsefly,3,0.0322
SDN705,Scotch,2,0.9995,Seymour,2,0.0004,Eagle,2,0.0001,,,,,,
SDN706,Pitt,2,0.9971,Birkenhead,3,0.0014,Harrison,4,0.0014,Big_Silver,4,0.0001,,,
SDN707,Chilko,3,0.8525,L_Adams,4,0.0743,Chilko_south,2,0.0667,Chilko-North,3,0.0021,Quesnel_Horsef,3,0.0014
SDN718,Chilko_south,2,0.9325,Chilko,3,0.0573,Chilko-North,3,0.0101,Thompson_N,2,0.0001,,,
SDN719,Chilko,3,0.8259,Chilko_south,2,0.106,Chilko-North,3,0.0644,Blackwater,1,0.0037,,,
SDN710,Bowron,2,0.5708,Thompson_N,2,0.1026,Chilko,3,0.1021,L_Adams,4,0.0694,Blackwater,1,0.0319
SDN711,Phillips,6,0.9992,L_Adams,4,0.0008,,,,,,,,,
SDN712,Pitt,2,1,,,,,,,,,,,,
SDN722,Bowron,2,0.9141,Chilko,3,0.039,Quesnel_Horsef,3,0.0273,L_Horsefly,3,0.012,Roaring,3,0.0046
SDN723,Pitt,2,1,,,,,,,,,,,,
SDN724,Chilko,3,0.9688,Chilko_south,2,0.013,Chilko-North,3,0.0101,Birkenhead,3,0.0015,Quesnel_Horsef,3,0.0013
SDN713,Chilko_south,2,0.8505,Chilko,3,0.1484,L_Adams,4,0.0011,,,,,,
SDN714,Gates_Cr,2,1,,,,,,,,,,,,
SDN715,Raft,2,0.591,Thompson_N,2,0.2767,Fennell,2,0.0702,Quesnel_Horsef,3,0.033,Chilko,3,0.0151
SDN716,Birkenhead,3,0.9732,Blackwater,1,0.0116,Chilko,3,0.0058,Driftwood,1,0.0035,Sinta,1,0.0034
SDN717,Chilko,3,0.9883,Chilko-North,3,0.0096,Wasko_Cr,3,0.001,Quesnel_Horsef,3,0.0005,Chilko_south,2,0.0004
SDN732,Scotch,2,0.9516,L_Adams,4,0.0368,Pitt,2,0.0046,Eagle_L,4,0.0025,Seymour,2,0.0021
SDN733,Chilko,3,0.8393,Chilko-North,3,0.1133,Chilko_south,2,0.0256,L_Adams,4,0.0067,Sandpoint,1,0.0024
SDN767,Gates_Cr,2,1,,,,,,,,,,,,
SDN771,Blackwater,1,0.8944,Sinta,1,0.036,Nadina,2,0.0118,Driftwood,1,0.0091,Chilko_south,2,0.0083
SDN1121,Scotch,2,0.9992,L_Adams,4,0.0004,Seymour,2,0.0004,,,,,,
SDN1143,Quesnel_Horsef,3,0.603,L_Horsefly,3,0.1752,M_Horsefly,3,0.0911,Roaring,3,0.0615,U_Horsefly,3,0.0422
SDN1144,Pitt,2,0.9979,Birkenhead,3,0.0021,,,,,,,,,
SDN1148,Pitt,2,0.9987,Wannock,18,0.0006,Basin_Cr,17,0.0002,YellowBluff,16,0.0001,Yonakina,16,0.0001
SDN1149,L_Adams,4,0.8327,Quesnel_Horsef,3,0.0794,L_Horsefly,3,0.0644,U_Horsefly,3,0.0058,M_Horsefly,3,0.0036
SDN1150,Pitt,2,1,,,,,,,,,,,,
SDN1153,Chilko,3,0.9786,Chilko-North,3,0.0134,Quesnel_Horsef,3,0.0034,Chilko_south,2,0.0023,Blackwater,1,0.0008
SDN1154,Quesnel_Horsef,3,0.4471,L_Horsefly,3,0.1832,Roaring,3,0.112,Sinta,1,0.0836,Wasko_Cr,3,0.0514
SDN1156,Scotch,2,0.9651,Chilko_south,2,0.0158,L_Adams,4,0.0105,Chilko,3,0.0036,Thompson_N,2,0.0018
SDN1157,L_Adams,4,0.9077,L_Shuswap,4,0.0455,Portage_Cr,4,0.0235,MiddleShuswap,4,0.0167,Little,4,0.0036
SDN762,Quesnel_Horsef,3,0.2317,Bowron,2,0.2206,L_Horsefly,3,0.1385,L_Adams,4,0.1154,Little,4,0.093
SDN764,Chilko,3,0.8405,Chilko_south,2,0.0518,Quesnel_Horsef,3,0.0345,L_Adams,4,0.0341,Roaring,3,0.0159
SDN768,Chilko,3,0.8696,Chilko-North,3,0.0645,Wasko_Cr,3,0.0588,Chilko_south,2,0.003,Quesnel_Horsef,3,0.0018
SDN772,L_Adams,4,0.8768,Portage_Cr,4,0.0336,Little,4,0.0228,Chilko_south,2,0.0212,Quesnel_Horsef,3,0.0171
SDN773,Chilko_south,2,0.8092,Chilko,3,0.1363,Chilko-North,3,0.0228,Birkenhead,3,0.0122,Wasko_Cr,3,0.0057
SDN774,Wasko_Cr,3,0.5738,Roaring,3,0.3646,Quesnel_Mitche,3,0.0413,Blue_Lead_Ck,3,0.0089,Quesnel_Horsef,3,0.0052
SDN776,L_Adams,4,0.8202,Little,4,0.0472,MiddleShuswap,4,0.0459,L_Shuswap,4,0.0356,Portage_Cr,4,0.0162
SDN777,L_Adams,4,0.9179,Portage_Cr,4,0.053,L_Shuswap,4,0.0076,MiddleShuswap,4,0.0072,Bowron,2,0.0063
SDN778,Chilko,3,0.704,Chilko_south,2,0.1564,L_Adams,4,0.0453,Chilko-North,3,0.0326,Raft,2,0.014
SDN779,Birkenhead,3,0.9962,Pitt,2,0.0036,Chilkoot,20,0.0001,McDonald,20,0.0001,,,
SDN1086,Chilko,3,0.5062,L_Adams,4,0.4638,Roaring,3,0.0128,L_Shuswap,4,0.0091,Wasko_Cr,3,0.0072
SDN1094,Scotch,2,0.7051,L_Adams,4,0.2288,Blackwater,1,0.0233,Thompson_N,2,0.0232,Dust,1,0.0061
SDN1095,Chilko,3,0.8546,Chilko-North,3,0.0947,Chilko_south,2,0.0507,,,,,,
SDN1089,L_Adams,4,0.9026,Portage_Cr,4,0.0431,Scotch,2,0.0357,Little,4,0.006,Pitt,2,0.0043
SDN1098,Raft,2,0.6112,Thompson_N,2,0.3301,L_Adams,4,0.037,Chilko_south,2,0.021,Scotch,2,0.0002
SDN1102,Chilko_south,2,0.8677,Chilko,3,0.1306,Chilko-North,3,0.0015,Portage_Cr,4,0.0002,,,
SDN1104,Chilko,3,0.8946,Chilko-North,3,0.0538,Raft,2,0.022,L_Adams,4,0.0133,Quesnel_Horsef,3,0.0056
SDN1122,Blackwater,1,0.9427,Nadina,2,0.0272,Sinta,1,0.0107,Sandpoint,1,0.0055,Hudson_Bay,1,0.0035
SDN1123,Quesnel_Horsef,3,0.6383,L_Horsefly,3,0.2346,M_Horsefly,3,0.0522,U_Horsefly,3,0.0311,Chilko,3,0.0257
SDN1124,Quesnel_Horsef,3,0.5304,L_Horsefly,3,0.2501,M_Horsefly,3,0.0616,U_Horsefly,3,0.0512,Horsefly,3,0.0325
SDN1127,Quesnel_Horsef,3,0.5978,L_Horsefly,3,0.1603,M_Horsefly,3,0.0579,Wasko_Cr,3,0.0547,L_Adams,4,0.0517
SDN1128,Quesnel_Horsef,3,0.6282,L_Horsefly,3,0.2571,M_Horsefly,3,0.0614,U_Horsefly,3,0.0414,Horsefly,3,0.0106
SDN1129,L_Adams,4,0.8726,Chilko_south,2,0.1161,Chilko,3,0.0053,Quesnel_Horsef,3,0.0015,Thompson_N,2,0.0015
SDN1130,Raft,2,0.5732,Thompson_N,2,0.3349,L_Adams,4,0.0185,Chilko_south,2,0.017,Chilko,3,0.0125
SDN1134,Scotch,2,0.9983,L_Adams,4,0.0006,Seymour,2,0.0005,Portage_Cr,4,0.0005,Eagle_L,4,0.0001
SDN1135,Bowron,2,1,,,,,,,,,,,,
SDN1136,Chilko,3,0.2712,Chilko_south,2,0.1884,Scotch,2,0.1492,Quesnel_Horsef,3,0.1476,L_Adams,4,0.1145
SDN1151,L_Adams,4,0.9616,Little,4,0.0265,MiddleShuswap,4,0.0089,L_Shuswap,4,0.0017,Dust,1,0.0006
SDN1155,Chilko_south,2,0.7627,Chilko,3,0.2313,Quesnel_Horsef,3,0.0034,L_Adams,4,0.0008,Thompson_N,2,0.0008
SDN1161,Birkenhead,3,0.5425,Wasko_Cr,3,0.2016,Chilko_south,2,0.1529,Roaring,3,0.0605,L_Adams,4,0.0167
SDN1162,Chilko,3,0.9062,Chilko-North,3,0.0877,Quesnel_Horsef,3,0.0029,Chilko_south,2,0.002,Blackwater,1,0.0005
SDN1166,Bowron,2,0.9348,Quesnel_Horsef,3,0.0533,Roaring,3,0.0069,L_Horsefly,3,0.0022,Wasko_Cr,3,0.0012
SDN1158,Blackwater,1,0.6184,L_Adams,4,0.1495,Middle,3,0.0618,Sandpoint,1,0.0513,Sinta,1,0.0368
SDN1159,Quesnel_Horsef,3,0.4563,L_Horsefly,3,0.2708,Blackwater,1,0.0861,Scotch,2,0.0454,U_Horsefly,3,0.0382
SDN1160,Blackwater,1,0.7832,Sinta,1,0.121,Sandpoint,1,0.0322,Middle,3,0.0215,FiveMile,1,0.0076
SDN1172,L_Adams,4,0.963,Birkenhead,3,0.0107,Chilko,3,0.0067,Thompson_N,2,0.0057,Wasko_Cr,3,0.0054
SDN1173,Birkenhead,3,0.992,Wasko_Cr,3,0.0021,Chilko_south,2,0.0017,Pitt,2,0.0017,Chilko,3,0.0012
SDN1167,L_Adams,4,0.5992,Chilko_south,2,0.0934,Quesnel_Horsef,3,0.0907,Wasko_Cr,3,0.0495,L_Horsefly,3,0.0341
SDN1168,Woss_Lake,7,0.6304,Nimpkish,7,0.3671,Vernon,7,0.0025,,,,,,
SDN1193,Phillips,6,1,,,,,,,,,,,,
SDN1177,Wasko_Cr,3,0.5544,Roaring,3,0.2396,Quesnel_Horsef,3,0.1031,Quesnel_Mitche,3,0.0187,L_Horsefly,3,0.0172
SDN1178,Vernon,7,0.475,Nimpkish,7,0.3299,Woss_Lake,7,0.1951,,,,,,
SDN1174,Nimpkish,7,0.3749,Woss_Lake,7,0.3673,Vernon,7,0.2578,,,,,,
SDN1175,Sakinaw,6,0.9985,L_Adams,4,0.0015,,,,,,,,,
SDN1183,Thompson_N,2,0.347,L_Adams,4,0.2581,Chilko_south,2,0.146,L_Shuswap,4,0.0928,Raft,2,0.0686
SDN1187,Woss_Lake,7,0.6445,Nimpkish,7,0.3455,Vernon,7,0.01,,,,,,
