survey_date,species,weight,fork_length,year
2015-05-20T00:00:00Z,CU,9.8,99,2015
2015-05-20T00:00:00Z,CU,NA,NA,2015
2015-05-20T00:00:00Z,CU,NA,NA,2015
2015-05-20T00:00:00Z,CU,NA,NA,2015
2015-05-20T00:00:00Z,CU,NA,NA,2015
2015-05-20T00:00:00Z,CU,NA,NA,2015
2015-05-20T00:00:00Z,CU,14.1,113,2015
2015-05-20T00:00:00Z,CU,5.2,76,2015
2015-05-20T00:00:00Z,CU,5.4,82,2015
2015-05-20T00:00:00Z,SO,10.1,106,2015
2015-05-20T00:00:00Z,SO,19,128,2015
2015-05-20T00:00:00Z,SO,9.8,101,2015
2015-05-20T00:00:00Z,SO,11.1,104,2015
2015-05-20T00:00:00Z,SO,9.7,94,2015
2015-05-20T00:00:00Z,SO,10.6,101,2015
2015-05-20T00:00:00Z,SO,12,98,2015
2015-05-20T00:00:00Z,SO,6.8,89,2015
2015-05-20T00:00:00Z,SO,10.5,103,2015
2015-05-20T00:00:00Z,SO,10.2,101,2015
2015-05-20T00:00:00Z,SO,11.3,102,2015
2015-05-20T00:00:00Z,SO,11.3,106,2015
2015-05-20T00:00:00Z,SO,9.1,98,2015
2015-05-20T00:00:00Z,SO,10.6,104,2015
2015-05-20T00:00:00Z,SO,8.4,98,2015
2015-05-20T00:00:00Z,SO,10.2,101,2015
2015-05-20T00:00:00Z,SO,11.7,105,2015
2015-05-20T00:00:00Z,SO,7.8,98,2015
2015-05-20T00:00:00Z,SO,11.3,106,2015
2015-05-20T00:00:00Z,SO,11.7,109,2015
2015-05-20T00:00:00Z,SO,9.2,104,2015
2015-05-20T00:00:00Z,SO,10.5,109,2015
2015-05-20T00:00:00Z,SO,8.8,97,2015
2015-05-20T00:00:00Z,SO,9.9,108,2015
2015-05-20T00:00:00Z,SO,9.9,102,2015
2015-05-20T00:00:00Z,SO,8.7,102,2015
2015-05-20T00:00:00Z,SO,8.4,97,2015
2015-05-20T00:00:00Z,SO,7.9,96,2015
2015-05-20T00:00:00Z,SO,9.5,103,2015
2015-05-20T00:00:00Z,SO,8.1,95,2015
2015-05-21T00:00:00Z,CO,36,142,2015
2015-05-21T00:00:00Z,CU,9.6,96,2015
2015-05-21T00:00:00Z,CU,5.7,91,2015
2015-05-21T00:00:00Z,CU,NA,NA,2015
2015-05-21T00:00:00Z,CU,7.5,90,2015
2015-05-21T00:00:00Z,CU,18.4,122,2015
2015-05-21T00:00:00Z,CU,NA,NA,2015
2015-05-21T00:00:00Z,CU,7.9,90,2015
2015-05-21T00:00:00Z,CU,5.1,84,2015
2015-05-21T00:00:00Z,CU,13.6,111,2015
2015-05-21T00:00:00Z,CU,9.7,97,2015
2015-05-21T00:00:00Z,PI,6.5,90,2015
2015-05-21T00:00:00Z,PI,7,88,2015
2015-05-21T00:00:00Z,PI,5.1,80,2015
2015-05-21T00:00:00Z,PI,6.8,87,2015
2015-05-21T00:00:00Z,PI,5.7,83,2015
2015-05-21T00:00:00Z,PI,4.7,NA,2015
2015-05-21T00:00:00Z,PI,7.1,88,2015
2015-05-21T00:00:00Z,PI,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,11.2,104,2015
2015-05-21T00:00:00Z,SO,7.8,100,2015
2015-05-21T00:00:00Z,SO,9,100,2015
2015-05-21T00:00:00Z,SO,10,98,2015
2015-05-21T00:00:00Z,SO,10,100,2015
2015-05-21T00:00:00Z,SO,10.6,100,2015
2015-05-21T00:00:00Z,SO,9.3,99,2015
2015-05-21T00:00:00Z,SO,8.6,103,2015
2015-05-21T00:00:00Z,SO,9.6,96,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,11,98,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-21T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,CO,48.6,158,2015
2015-05-23T00:00:00Z,CU,12.9,107,2015
2015-05-23T00:00:00Z,CU,15.4,112,2015
2015-05-23T00:00:00Z,CU,17,113,2015
2015-05-23T00:00:00Z,CU,8.5,98,2015
2015-05-23T00:00:00Z,CU,15.3,117,2015
2015-05-23T00:00:00Z,CU,15.3,114,2015
2015-05-23T00:00:00Z,CU,14.2,113,2015
2015-05-23T00:00:00Z,CU,15.8,116,2015
2015-05-23T00:00:00Z,CU,16.6,116,2015
2015-05-23T00:00:00Z,CU,17.5,117,2015
2015-05-23T00:00:00Z,SO,11.3,97,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,8.4,97,2015
2015-05-23T00:00:00Z,SO,7.6,88,2015
2015-05-23T00:00:00Z,SO,8.2,93,2015
2015-05-23T00:00:00Z,SO,10.3,102,2015
2015-05-23T00:00:00Z,SO,12.9,101,2015
2015-05-23T00:00:00Z,SO,8.2,91,2015
2015-05-23T00:00:00Z,SO,17.4,117,2015
2015-05-23T00:00:00Z,SO,8.5,86,2015
2015-05-23T00:00:00Z,SO,NA,109,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,10.2,95,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,CU,NA,NA,2015
2015-05-23T00:00:00Z,CU,NA,NA,2015
2015-05-23T00:00:00Z,PI,4.2,80,2015
2015-05-23T00:00:00Z,PI,6.3,85,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,10.4,94,2015
2015-05-23T00:00:00Z,SO,9.4,91,2015
2015-05-23T00:00:00Z,SO,10.2,100,2015
2015-05-23T00:00:00Z,SO,10.8,105,2015
2015-05-23T00:00:00Z,SO,13.6,105,2015
2015-05-23T00:00:00Z,SO,8.7,91,2015
2015-05-23T00:00:00Z,SO,8.3,87,2015
2015-05-23T00:00:00Z,SO,8.3,87,2015
2015-05-23T00:00:00Z,SO,8.7,91,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,10.1,97,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-23T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,CU,NA,NA,2015
2015-05-24T00:00:00Z,CU,NA,NA,2015
2015-05-24T00:00:00Z,CU,NA,NA,2015
2015-05-24T00:00:00Z,CU,NA,NA,2015
2015-05-24T00:00:00Z,PI,NA,NA,2015
2015-05-24T00:00:00Z,PI,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,9.2,102,2015
2015-05-24T00:00:00Z,SO,10.2,101,2015
2015-05-24T00:00:00Z,SO,11.1,103,2015
2015-05-24T00:00:00Z,SO,8.3,91,2015
2015-05-24T00:00:00Z,SO,8.7,97,2015
2015-05-24T00:00:00Z,SO,15.3,119,2015
2015-05-24T00:00:00Z,SO,9.2,101,2015
2015-05-24T00:00:00Z,SO,8.4,96,2015
2015-05-24T00:00:00Z,SO,10.4,100,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,7.7,89,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-24T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,CU,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,13.4,110,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,8.2,98,2015
2015-05-25T00:00:00Z,SO,15.1,111,2015
2015-05-25T00:00:00Z,SO,12.3,109,2015
2015-05-25T00:00:00Z,SO,11.6,100,2015
2015-05-25T00:00:00Z,SO,11.6,107,2015
2015-05-25T00:00:00Z,SO,8.3,91,2015
2015-05-25T00:00:00Z,SO,7.7,90,2015
2015-05-25T00:00:00Z,SO,14.2,107,2015
2015-05-25T00:00:00Z,SO,8.3,98,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,10.3,101,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-25T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,CO,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,8.7,92,2015
2015-05-26T00:00:00Z,SO,14,107,2015
2015-05-26T00:00:00Z,SO,14.2,107,2015
2015-05-26T00:00:00Z,SO,13.8,98,2015
2015-05-26T00:00:00Z,SO,15,110,2015
2015-05-26T00:00:00Z,SO,14.2,110,2015
2015-05-26T00:00:00Z,SO,10.2,95,2015
2015-05-26T00:00:00Z,SO,11.2,100,2015
2015-05-26T00:00:00Z,SO,11.7,100,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,11.8,102,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,CU,10.3,103,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,14,113,2015
2015-05-26T00:00:00Z,CU,12,104,2015
2015-05-26T00:00:00Z,CU,12.3,106,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,10.7,103,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,CU,NA,NA,2015
2015-05-26T00:00:00Z,SO,8.7,99,2015
2015-05-26T00:00:00Z,SO,12.2,104,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,10,99,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,NA,103,2015
2015-05-26T00:00:00Z,SO,NA,NA,2015
2015-05-26T00:00:00Z,SO,10.3,98,2015
2015-05-26T00:00:00Z,SO,14.3,110,2015
2015-05-26T00:00:00Z,SO,12.6,107,2015
2015-05-26T00:00:00Z,SO,10.7,103,2015
2015-05-26T00:00:00Z,SO,13.1,107,2015
2015-05-26T00:00:00Z,SO,10.6,99,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,20.9,126,2015
2015-05-28T00:00:00Z,SO,9.7,100,2015
2015-05-28T00:00:00Z,SO,11.1,100,2015
2015-05-28T00:00:00Z,SO,9.2,96,2015
2015-05-28T00:00:00Z,SO,14.4,109,2015
2015-05-28T00:00:00Z,SO,16.9,119,2015
2015-05-28T00:00:00Z,SO,10.5,95,2015
2015-05-28T00:00:00Z,SO,9.8,97,2015
2015-05-28T00:00:00Z,SO,11.9,103,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,14,108,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,20.7,128,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,CU,22,134,2015
2015-05-28T00:00:00Z,CU,14.6,114,2015
2015-05-28T00:00:00Z,CU,17.3,119,2015
2015-05-28T00:00:00Z,CU,15.3,116,2015
2015-05-28T00:00:00Z,CU,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,8.9,96,2015
2015-05-28T00:00:00Z,SO,7.2,87,2015
2015-05-28T00:00:00Z,SO,9.9,95,2015
2015-05-28T00:00:00Z,SO,10.5,110,2015
2015-05-28T00:00:00Z,SO,8.9,95,2015
2015-05-28T00:00:00Z,SO,13.1,109,2015
2015-05-28T00:00:00Z,SO,9,95,2015
2015-05-28T00:00:00Z,SO,9.3,96,2015
2015-05-28T00:00:00Z,SO,9.7,94,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,10.6,100,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-28T00:00:00Z,SO,NA,NA,2015
2015-05-31T00:00:00Z,CU,10.3,101,2015
2015-05-31T00:00:00Z,CU,8.2,92,2015
2015-05-31T00:00:00Z,CU,8,94,2015
2015-05-31T00:00:00Z,CU,5,84,2015
2015-05-31T00:00:00Z,CU,12.4,106,2015
2015-05-31T00:00:00Z,CU,18,119,2015
2015-05-31T00:00:00Z,CU,10,99,2015
2015-05-31T00:00:00Z,CU,6.5,90,2015
2015-05-31T00:00:00Z,CU,6.3,87,2015
2015-05-31T00:00:00Z,CU,7.5,95,2015
2015-05-31T00:00:00Z,PI,3.5,62,2015
2015-05-31T00:00:00Z,SO,12.1,111,2015
2015-05-31T00:00:00Z,SO,10,86,2015
2015-06-01T00:00:00Z,CO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,14.1,108,2015
2015-06-01T00:00:00Z,SO,11,98,2015
2015-06-01T00:00:00Z,SO,13.6,104,2015
2015-06-01T00:00:00Z,SO,15.3,106,2015
2015-06-01T00:00:00Z,SO,10.6,94,2015
2015-06-01T00:00:00Z,SO,14.4,110,2015
2015-06-01T00:00:00Z,SO,16,110,2015
2015-06-01T00:00:00Z,SO,9.6,96,2015
2015-06-01T00:00:00Z,SO,17.8,100,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,15.2,108,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,SO,NA,NA,2015
2015-06-01T00:00:00Z,CU,NA,NA,2015
2015-06-01T00:00:00Z,CU,22.1,130,2015
2015-06-01T00:00:00Z,CU,NA,NA,2015
2015-06-01T00:00:00Z,CU,11,106,2015
2015-06-01T00:00:00Z,CU,NA,NA,2015
2015-06-01T00:00:00Z,CU,NA,NA,2015
2015-06-01T00:00:00Z,CU,18.5,124,2015
2015-06-01T00:00:00Z,CU,10.1,104,2015
2015-06-01T00:00:00Z,CU,18.4,125,2015
2015-06-01T00:00:00Z,CU,NA,NA,2015
2015-06-01T00:00:00Z,SO,10.5,103,2015
2015-06-01T00:00:00Z,SO,9.3,103,2015
2015-06-01T00:00:00Z,SO,13.7,116,2015
2015-06-01T00:00:00Z,SO,11.6,107,2015
2015-06-01T00:00:00Z,SO,9.4,101,2015
2015-06-01T00:00:00Z,SO,10,101,2015
2015-06-01T00:00:00Z,SO,10.3,102,2015
2015-06-01T00:00:00Z,SO,11.7,103,2015
2015-06-01T00:00:00Z,SO,13.4,113,2015
2015-06-01T00:00:00Z,SO,10.7,103,2015
2015-06-01T00:00:00Z,SO,7.5,94,2015
2015-06-01T00:00:00Z,SO,10.2,103,2015
2015-06-01T00:00:00Z,SO,9.4,101,2015
2015-06-01T00:00:00Z,SO,14.7,115,2015
2015-06-01T00:00:00Z,SO,13.3,108,2015
2015-06-01T00:00:00Z,SO,13.6,106,2015
2015-06-01T00:00:00Z,SO,7.4,89,2015
2015-06-01T00:00:00Z,SO,10,95,2015
2015-06-01T00:00:00Z,SO,12.9,102,2015
2015-06-01T00:00:00Z,SO,6.7,85,2015
2015-06-01T00:00:00Z,SO,14.8,118,2015
2015-06-01T00:00:00Z,SO,17,111,2015
2015-06-01T00:00:00Z,SO,10.1,103,2015
2015-06-01T00:00:00Z,SO,6.7,85,2015
2015-06-01T00:00:00Z,SO,11.6,110,2015
2015-06-01T00:00:00Z,SO,9.7,99,2015
2015-06-01T00:00:00Z,SO,9.5,104,2015
2015-06-01T00:00:00Z,SO,9,102,2015
2015-06-01T00:00:00Z,SO,7.7,99,2015
2015-06-01T00:00:00Z,SO,12.9,110,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,PI,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,17.2,115,2015
2015-06-03T00:00:00Z,SO,11.8,100,2015
2015-06-03T00:00:00Z,SO,14.6,109,2015
2015-06-03T00:00:00Z,SO,15.6,110,2015
2015-06-03T00:00:00Z,SO,16.4,117,2015
2015-06-03T00:00:00Z,SO,11.2,104,2015
2015-06-03T00:00:00Z,SO,16.2,112,2015
2015-06-03T00:00:00Z,SO,15.5,106,2015
2015-06-03T00:00:00Z,SO,13.7,106,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,16.8,114,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,SO,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
2015-06-03T00:00:00Z,CU,NA,NA,2015
